t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
16.2809,-0.022,0.04366116598248482,2.04,0.3166,202.972,0
16.2822,0.005,0.04841553047299385,1.973,0.3204,202.944,0
16.2834,0.038,0.0542597770690918,1.889,0.325,202.894,0
16.2847,0.071,0.05868774652481079,1.811,0.3296,202.898,0
16.2862,0.11,0.06288813799619675,1.727,0.3349,202.843,0
16.2875,0.143,0.06719966232776642,1.653,0.3395,202.796,0
16.2888,0.181,0.07020200788974762,1.582,0.3448,202.739,0
16.2901,0.22,0.07254671305418015,1.518,0.3502,202.723,0
16.2914,0.258,0.07530198246240616,1.456,0.3555,202.657,0
16.2927,0.291,0.07581343501806259,1.416,0.3601,202.636,0
16.294,0.33,0.07600711286067963,1.376,0.3654,202.573,0
16.2953,0.368,0.07691904157400131,1.335,0.3708,202.524,0
16.2966,0.406,0.07713501155376434,1.303,0.3761,202.475,0
16.298,0.445,0.0778043270111084,1.271,0.3815,202.457,0
16.2993,0.478,0.07827923446893692,1.248,0.386,202.433,0
16.3006,0.516,0.07887662947177887,1.225,0.3914,202.379,0
16.3018,0.555,0.08123414218425751,1.195,0.3967,202.32,0
16.3032,0.599,0.08298764377832413,1.172,0.4028,202.292,0
16.3045,0.637,0.08480352908372879,1.154,0.4082,202.206,0
16.3058,0.681,0.08673279732465744,1.139,0.4143,202.166,0
16.3071,0.725,0.08788515627384186,1.134,0.4204,202.085,0
16.3084,0.769,0.08977296948432922,1.129,0.4265,202.093,0
16.3097,0.813,0.09142540395259857,1.13,0.4326,202.015,0
16.311,0.857,0.09206940233707428,1.143,0.4387,201.966,0
16.3122,0.901,0.09312566369771957,1.157,0.4448,201.912,0
16.3134,0.945,0.09390485286712646,1.177,0.4509,201.854,0
16.3147,0.989,0.09454192221164703,1.202,0.457,201.834,0
16.316,1.033,0.09598657488822937,1.227,0.4631,201.762,0
16.3173,1.082,0.09814341366291046,1.255,0.47,201.699,0
16.3185,1.132,0.10094797611236572,1.283,0.4768,201.664,0
16.3198,1.181,0.10308753699064255,1.32,0.4837,201.578,0
16.3211,1.23,0.10468555986881256,1.363,0.4906,201.525,0
16.3224,1.28,0.10598801076412201,1.411,0.4974,201.472,0
16.3237,1.329,0.10615721344947815,1.468,0.5043,201.383,0
16.3249,1.379,0.10691384226083755,1.523,0.5112,201.369,0
16.3262,1.428,0.10819751769304276,1.578,0.518,201.284,0
16.3275,1.483,0.10899209976196289,1.643,0.5257,201.239,0
16.3288,1.533,0.1109660342335701,1.695,0.5325,201.191,0
16.3302,1.593,0.11271286010742188,1.764,0.5409,201.059,0
16.3315,1.653,0.11643386632204056,1.82,0.5493,201.055,0
16.3328,1.714,0.11897771805524826,1.882,0.5577,200.97,0
16.3345,1.791,0.12273865193128586,1.956,0.5684,200.899,0
16.3358,1.851,0.1245473101735115,2.018,0.5768,200.792,0
16.3372,1.912,0.1266283541917801,2.076,0.5852,200.754,0
16.3385,1.978,0.12882976233959198,2.135,0.5943,200.645,0
16.3398,2.043,0.13181975483894348,2.185,0.6035,200.581,0
16.3412,2.109,0.13486263155937195,2.229,0.6126,200.515,0
16.3425,2.186,0.13876751065254211,2.271,0.6233,200.464,0
16.3438,2.258,0.14253421127796173,2.302,0.6332,200.346,0
16.3451,2.329,0.14600826799869537,2.328,0.6432,200.298,0
