t_s,kp,kd,dir,setpoint,mode,position_rev_out,velocity_rps_out,torque_Nm_out,q_current_A,d_current_A,bus_voltage_V,power_W,bus_current_A_derived,fet_temp_C,motor_temp_C,fault,orbis_position_rev_out,orbis_velocity_rps_out,encoder_validity
0.721,4000,80,1,7.734495366307967,10,7.732940673828125,0.04021709784865379,7.455833435058594,1.459220290184021,-0.05086561664938927,23.5,2.8705904483795166,0.12215278503742624,34.0,nan,0,0.6480898857116699,2.4804441928863525,nan
0.741,4000,80,1,7.7354939725577445,10,7.734039306640625,0.04668658226728439,5.630537986755371,1.1019821166992188,0.13218146562576294,23.5,1.860756754875183,0.07918113850532695,34.0,nan,0,0.7029536962509155,1.9455029964447021,nan
0.761,4000,80,1,7.736493778807928,10,7.7351837158203125,0.05888485908508301,4.486621856689453,0.8781002759933472,-0.04563979059457779,23.5,1.4064176082611084,0.05984755779834504,34.0,nan,0,0.7603793144226074,2.5569303035736084,nan
0.781,4000,80,1,7.737493941307914,10,7.7360687255859375,0.05170092359185219,5.299343585968018,1.0371623039245605,-0.018655287101864815,23.5,2.2781894207000732,0.09694423066808823,34.0,nan,0,0.8044968843460083,3.058351516723633,nan
0.801,4000,80,1,7.738493937157911,10,7.736968994140625,0.033722925931215286,7.351807594299316,1.4388607740402222,0.12423031032085419,23.5,2.612187385559082,0.11115691002379073,34.0,nan,0,0.8493242859840393,1.721077561378479,nan
0.821,4000,80,1,7.739499283007901,10,7.738037109375,0.055779773741960526,5.291841983795166,1.0356941223144531,0.058238089084625244,23.5,1.8423142433166504,0.07839635077943193,34.0,nan,0,0.9024921655654907,2.2694804668426514,nan
0.841,4000,80,1,7.740501716307337,10,7.7389678955078125,0.05591361224651337,5.509210586547852,1.1941626071929932,-0.06976467370986938,23.5,2.3710737228393555,0.10089675416337683,34.0,nan,0,0.9491986036300659,3.094453811645508,nan
0.86,4000,80,1,7.741456553807804,10,7.7398834228515625,0.03806639462709427,6.216490268707275,1.2166619300842285,-0.214067742228508,23.5,2.5194056034088135,0.1072087490812261,34.0,nan,0,0.9947907328605652,1.797411561012268,nan
0.881,4000,80,1,7.742495910057917,10,7.7409515380859375,0.051109686493873596,6.703008651733398,1.3118809461593628,0.03510423004627228,23.5,2.069000482559204,0.08804257372592358,34.0,nan,0,0.048751942813396454,2.1036596298217773,nan
0.901,4000,80,1,7.7434969288078745,10,7.7415618896484375,0.03378215804696083,8.223115921020508,1.6386736631393433,-0.023531703278422356,23.5,4.052138805389404,0.17243143852720869,34.0,nan,0,0.07920076698064804,2.1118175983428955,nan
0.921,4000,80,1,7.74448147675794,10,7.7425537109375,0.04366869851946831,8.0902099609375,1.5833773612976074,0.07504414767026901,23.5,3.273909330368042,0.13931529065395923,34.0,nan,0,0.12820766866207123,1.9625756740570068,nan
0.94,4000,80,1,7.745452883007968,10,7.743560791015625,0.060254309326410294,6.885091304779053,1.3475173711776733,-0.14783929288387299,23.5,3.026247978210449,0.12877650971108295,34.0,nan,0,0.17871539294719696,3.231964588165283,nan
0.961,4000,80,1,7.746496451757415,10,7.74468994140625,0.06088785082101822,5.885030269622803,1.1517901420593262,-0.24697743356227875,23.5,2.8460659980773926,0.12110919140754862,34.0,nan,0,0.23537962138652802,3.3862721920013428,nan
0.981,4000,80,1,7.74750240590802,10,7.7459716796875,0.0590253546833992,5.603654384613037,1.1361730098724365,-0.039114177227020264,23.5,2.5165929794311523,0.10708906295451712,34.0,nan,0,0.2997273802757263,3.3374927043914795,nan
1.001,4000,80,1,7.7484893038075855,10,7.7471771240234375,0.05405065789818764,5.037622928619385,0.985939621925354,-0.01105975266546011,23.5,1.7142966985702515,0.07294879568384048,34.0,nan,0,0.35963428020477295,2.6517467498779297,nan
1.021,4000,80,1,7.749483580907693,10,7.748291015625,0.051707521080970764,4.662024021148682,0.8441166877746582,0.005278768949210644,23.5,1.421567440032959,0.060492231490764214,34.0,nan,0,0.4157969653606415,2.4767425060272217,nan
1.041,4000,80,1,7.750497243407883,10,7.7494964599609375,0.06155579909682274,3.747427463531494,0.7334287166595459,-0.16587674617767334,23.5,1.1637194156646729,0.04951997513466693,34.0,nan,0,0.4757968485355377,2.7988362312316895,nan
1.061,4000,80,1,7.751498649657881,10,7.750579833984375,0.05507005751132965,4.097559452056885,0.8019548654556274,0.13229478895664215,23.5,0.9485812783241272,0.040365160779750095,34.0,nan,0,0.5299436450004578,2.6452410221099854,nan
1.081,4000,80,1,7.752487868407481,10,7.7513885498046875,0.038660891354084015,5.251958847045898,1.0278884172439575,-0.1288989782333374,23.5,1.6345617771148682,0.06955582030276035,34.0,nan,0,0.5701239705085754,2.0740082263946533,nan
1.101,4000,80,1,7.753498512157969,10,7.7523040771484375,0.04073413461446762,5.366289138793945,1.0899715423583984,-0.022943368181586266,23.5,1.5758559703826904,0.06705770086734852,34.0,nan,0,0.6159576177597046,1.5170743465423584,nan
1.121,4000,80,1,7.75449654755794,10,7.75299072265625,0.04126499965786934,6.578251838684082,1.2874641418457031,-0.0641704648733139,23.5,2.7727203369140625,0.1179880994431516,34.0,nan,0,0.6504876613616943,2.4927053451538086,nan
1.141,4000,80,1,7.755495162157606,10,7.753997802734375,0.045433320105075836,6.804299354553223,1.326113224029541,0.34564322233200073,23.5,2.2734856605529785,0.09674407066182887,34.0,nan,0,0.7010842561721802,2.144937753677368,nan
1.16,4000,80,1,7.756459662157433,10,7.7551116943359375,0.06284241378307343,3.3397223949432373,0.7779473662376404,-0.22923126816749573,23.5,1.1568999290466309,0.04922978421475025,34.0,nan,0,0.7565279006958008,2.949068546295166,nan
1.181,4000,80,1,7.757481264257515,10,7.7560882568359375,0.04987788200378418,5.917272090911865,1.1581003665924072,-0.1830168068408966,23.5,2.060054302215576,0.08766188520066281,34.0,nan,0,0.8055695295333862,2.6752278804779053,nan
1.201,4000,80,1,7.758482687157814,10,7.756988525390625,0.038565993309020996,7.198307514190674,1.4083120822906494,0.10048966109752655,23.5,2.3817124366760254,0.10134946539046917,34.0,nan,0,0.8502139449119568,1.8056689500808716,nan
1.221,4000,80,1,7.759495545507527,10,7.7579498291015625,0.05075681954622269,6.537045001983643,1.2793993949890137,-0.021007655188441277,23.5,1.9783246517181396,0.0841840277326868,34.0,nan,0,0.8986517190933228,2.169374465942383,nan
1.24,4000,80,1,7.760450487157507,10,7.7587738037109375,0.04990151897072792,6.462159633636475,1.2647432088851929,0.06640353798866272,23.5,3.007662296295166,0.12798562962958154,34.0,nan,0,0.9395744204521179,2.917452812194824,nan
1.26,4000,80,1,7.761459468407704,10,7.7598876953125,0.04363127052783966,7.096108913421631,1.3888167142868042,0.034056663513183594,23.5,2.5514698028564453,0.10857318310027426,34.0,nan,0,0.9951742887496948,2.0757791996002197,nan
1.28,4000,80,1,7.762451499657621,10,7.76092529296875,0.05508189648389816,5.315761089324951,1.2210919857025146,0.1532547026872635,23.5,2.1484713554382324,0.0914243129973716,34.0,nan,0,0.04747984930872917,2.382607936859131,nan
1.301,4000,80,1,7.763496339257838,10,7.761688232421875,0.03851785883307457,7.609800815582275,1.4893540143966675,-0.09454020112752914,23.5,3.7211172580718994,0.1583454152371021,34.0,nan,0,0.08568374067544937,2.2023696899414062,nan
1.321,4000,80,1,7.76448995380779,10,7.7625579833984375,0.03560076653957367,9.484782218933105,1.8563164472579956,0.085268035531044,23.5,3.4389138221740723,0.14633675839038604,34.0,nan,0,0.12865452468395233,1.6452158689498901,nan
1.34,4000,80,1,7.765456793407796,10,7.763458251953125,0.054109252989292145,8.619608879089355,1.6869888305664062,0.06565405428409576,23.5,3.5425193309783936,0.15074550344588908,34.0,nan,0,0.17364251613616943,2.8414714336395264,nan
1.361,4000,80,1,7.766498962157496,10,7.76458740234375,0.06037662550806999,6.410135269165039,1.254561185836792,0.06400250643491745,23.5,3.3285889625549316,0.1416420835129758,34.0,nan,0,0.23053185641765594,3.3877146244049072,nan
1.381,4000,80,1,7.767494145507956,10,7.7659454345703125,0.06332824379205704,5.222970485687256,1.0222150087356567,0.022483911365270615,23.5,2.288794755935669,0.0973955215291774,34.0,nan,0,0.2983323633670807,3.2224011421203613,nan
1.401,4000,80,1,7.7684658142578,10,7.7671661376953125,0.05672880634665489,4.400899410247803,0.8613230586051941,0.07280958443880081,23.5,1.9182018041610718,0.08162560868770519,34.0,nan,0,0.3593349754810333,2.8878462314605713,nan
